customer_id	first_name	last_name	loyalty_tier	total_orders	total_units	lifetime_value_inr	customer_aov_inr
C02679	Krishna	Nath	Silver	2	12	26805.00	13402.50
C02680	Bhanumati	Dar	Silver	6	31	87545.00	14590.83
C02681	Tanay	Ramanathan	Silver	11	62	227837.50	20712.50
C02682	Deepa	Bobal	Bronze	14	82	294437.50	21031.25
C02683	Brinda	Kara	Silver	12	63	197665.00	16472.08
C02684	Hemal	Bala	Silver	12	68	188022.50	15668.54
C02685	Nakul	Kale	Bronze	10	55	160990.00	16099.00
C02686	Anvi	Nayak	Bronze	15	84	237660.00	15844.00
C02687	Balhaar	Menon	Bronze	12	63	185260.00	15438.33
C02688	Brijesh	Peri	Silver	10	48	126765.00	12676.50
C02689	Megha	Sangha	Silver	7	37	108460.00	15494.29
C02690	Gopal	Dada	Bronze	11	57	234162.50	21287.50
C02691	Reyansh	Bhakta	Bronze	8	30	113680.00	14210.00
C02692	Gaurang	Bala	Bronze	9	43	137065.00	15229.44
C02693	Elijah	Nagi	Bronze	9	48	151892.50	16876.94
C02694	Aachal	Oak	Bronze	11	50	178700.00	16245.45
C02695	Qadim	Sarin	Silver	12	62	175960.00	14663.33
C02696	Luke	Kade	Silver	14	77	277352.50	19810.89
C02697	Daksha	Ahluwalia	Bronze	9	43	134282.50	14920.28
C02698	Wazir	Sood	Bronze	9	49	183005.00	20333.89
C02699	Vivaan	Prasad	Gold	10	49	169702.50	16970.25
C02700	Kamala	Seth	Silver	7	24	74637.50	10662.50
C02701	Dhruv	Mann	Silver	8	36	102372.50	12796.56
C02702	Noah	Rau	Platinum	11	43	139000.00	12636.36
C02703	Chaman	Shan	Bronze	10	56	188775.00	18877.50
C02704	Jasmit	Rajagopalan	Gold	6	30	111142.50	18523.75
C02705	Harshil	Menon	Gold	7	29	96317.50	13759.64
C02706	Robert	Gill	Bronze	10	44	149130.00	14913.00
C02707	Chaitaly	Dhaliwal	Gold	6	22	107515.00	17919.17
C02708	Christopher	Reddy	Silver	11	53	191795.00	17435.91
C02709	Jacob	Shankar	Bronze	6	32	107827.50	17971.25
C02710	Owen	Kalita	Bronze	5	12	49595.00	9919.00
C02711	Eshana	Pathak	Bronze	10	58	182477.50	18247.75
C02712	Anay	Mane	Bronze	10	45	147057.50	14705.75
C02713	Jacob	Dhar	Bronze	8	46	171822.50	21477.81
C02714	Manan	Ravi	Bronze	13	77	219750.00	16903.85
C02715	Lavanya	Radhakrishnan	Silver	7	25	101482.50	14497.50
C02716	Vasatika	Sandhu	Platinum	14	71	225335.00	16095.36
C02717	Dipta	Nayar	Gold	6	33	88860.00	14810.00
C02718	Mohini	Dixit	Silver	16	70	222112.50	13882.03
C02719	Banjeet	Balan	Bronze	6	40	155260.00	25876.67
C02720	Abeer	Varkey	Bronze	7	36	81882.50	11697.50
C02721	Christopher	Dada	Bronze	12	53	193105.00	16092.08
C02722	Finn	Hans	Bronze	11	55	130202.50	11836.59
C02723	Daksh	Mallick	Bronze	8	38	144600.00	18075.00
C02724	Ekanta	Bhagat	Silver	11	59	174922.50	15902.05
C02725	Rohan	Savant	Bronze	13	60	211945.00	16303.46
C02726	Jyoti	Kannan	Bronze	7	31	88572.50	12653.21
C02727	Saanvi	Manda	Bronze	8	53	153422.50	19177.81
C02728	Saumya	Dey	Silver	11	51	174265.00	15842.27
C02729	Laksh	Padmanabhan	Platinum	16	92	283972.50	17748.28
C02730	Urvi	Rajagopalan	Gold	9	66	272787.50	30309.72
C02731	Arin	Ranganathan	Platinum	13	90	286722.50	22055.58
C02732	Sudiksha	Kata	Silver	10	55	166137.50	16613.75
C02733	Onveer	Jain	Bronze	17	83	246662.50	14509.56
C02734	Fariq	Shetty	Silver	8	34	128840.00	16105.00
C02735	Harsh	Brar	Gold	16	77	260915.00	16307.19
C02736	Theodore	Sami	Bronze	15	69	232647.50	15509.83
C02737	Unni	Tandon	Silver	7	43	139765.00	19966.43
C02738	Sara	Borde	Bronze	8	30	95627.50	11953.44
C02739	Om	Naidu	Gold	8	35	122052.50	15256.56
C02740	Yashvi	Bassi	Silver	6	33	90257.50	15042.92
C02741	Chatresh	Khalsa	Bronze	9	49	153217.50	17024.17
C02742	Harsh	Rao	Silver	8	55	166262.50	20782.81
C02743	Ubika	Tata	Platinum	7	38	128767.50	18395.36
C02744	Neel	Chanda	Silver	7	43	140627.50	20089.64
C02745	Rishi	Lal	Bronze	9	29	80555.00	8950.56
C02746	Harini	Swamy	Silver	14	73	258360.00	18454.29
C02747	Vincent	Zacharia	Bronze	5	26	93250.00	18650.00
C02748	Eiravati	Rege	Silver	8	42	118372.50	14796.56
C02749	Shivani	Bajaj	Bronze	6	32	99505.00	16584.17
C02750	Jagat	Setty	Bronze	9	61	180655.00	20072.78
C02751	Warinder	Ravel	Bronze	14	63	211140.00	15081.43
C02752	Krisha	Zachariah	Bronze	11	41	116535.00	10594.09
C02753	Udarsh	Palla	Silver	12	44	203110.00	16925.83
C02754	Jasmit	Aurora	Bronze	11	68	202280.00	18389.09
C02755	Mason	Bora	Bronze	12	64	213137.50	17761.46
C02756	Mitali	Shan	Bronze	12	48	188015.00	15667.92
C02757	Qushi	Mani	Silver	8	33	87917.50	10989.69
C02758	Ganga	Bandi	Silver	15	83	285110.00	19007.33
C02759	Bishakha	De	Gold	11	49	156742.50	14249.32
C02760	Dominic	Chad	Gold	11	68	197007.50	17909.77
C02761	Tanvi	Banik	Bronze	9	44	137582.50	15286.94
C02762	Wahab	Ratti	Bronze	10	41	135737.50	13573.75
C02763	Rachit	Bal	Gold	7	33	88515.00	12645.00
C02764	Devansh	Shenoy	Gold	8	48	115387.50	14423.44
C02765	Mason	Sarin	Bronze	7	25	69545.00	9935.00
C02766	Zaitra	Hayre	Bronze	6	27	84545.00	14090.83
C02767	Eesha	Viswanathan	Gold	5	29	77010.00	15402.00
C02768	Wazir	Pillay	Bronze	14	83	286005.00	20428.93
C02769	Jalsa	Ramakrishnan	Silver	9	46	140850.00	15650.00
C02770	Balvan	Balasubramanian	Silver	10	52	158320.00	15832.00
C02771	Patrick	Oommen	Bronze	4	23	72237.50	18059.38
C02772	Maya	Sharma	Bronze	17	61	219552.50	12914.85
C02773	Chaitaly	Grewal	Silver	11	60	254785.00	23162.27
C02774	Amruta	Raman	Bronze	7	39	121032.50	17290.36
C02775	Nidhi	Gala	Bronze	13	66	224037.50	17233.65
C02776	Geetika	Subramanian	Bronze	13	84	244010.00	18770.00
C02777	Onveer	Raval	Silver	8	34	101952.50	12744.06
C02778	Kala	Chaudry	Silver	5	34	96695.00	19339.00
C02779	Mahika	Pingle	Gold	10	40	157720.00	15772.00
C02780	Libni	Nair	Bronze	5	35	137950.00	27590.00
C02781	Bhavna	Lal	Gold	10	38	119212.50	11921.25
C02782	Jagdish	Vala	Bronze	12	57	190727.50	15893.96
C02783	Veda	Gala	Gold	12	54	172075.00	14339.58
C02784	Warinder	Luthra	Silver	10	48	152337.50	15233.75
C02785	Meera	Mohanty	Silver	9	38	122660.00	13628.89
C02786	Hritik	Narain	Silver	9	34	113900.00	12655.56
C02787	Oscar	Pau	Bronze	8	42	136557.50	17069.69
C02788	Gunbir	Khanna	Bronze	7	34	99295.00	14185.00
C02789	Amol	Lata	Silver	8	44	161307.50	20163.44
C02790	Balendra	Pandya	Silver	11	43	125687.50	11426.14
C02791	Jairaj	Viswanathan	Silver	13	64	186930.00	14379.23
C02792	Karan	Sridhar	Bronze	5	23	42892.50	8578.50
C02793	Wahab	Varkey	Bronze	7	45	122987.50	17569.64
C02794	Priya	Saha	Bronze	6	36	111642.50	18607.08
C02795	Shivani	Yohannan	Bronze	8	47	176690.00	22086.25
C02796	Lakshit	Tailor	Silver	5	26	74162.50	14832.50
C02797	Harinakshi	Sami	Silver	12	60	187615.00	15634.58
C02798	Yadavi	Dave	Silver	8	37	118135.00	14766.88
C02799	Atharv	Deshpande	Bronze	9	36	158680.00	17631.11
C02800	Damyanti	Pradhan	Bronze	6	33	114572.50	19095.42
C02801	Karan	D’Alia	Bronze	8	33	110210.00	13776.25
C02802	Ekiya	Oak	Silver	11	58	216720.00	19701.82
C02803	Pavani	Gopal	Silver	13	50	169930.00	13071.54
C02804	Zinal	Vohra	Bronze	13	46	126582.50	9737.12
C02805	Vritti	Dhawan	Bronze	9	40	144227.50	16025.28
C02806	Ridhi	Master	Gold	10	41	167692.50	16769.25
C02807	Kai	Peri	Bronze	10	40	143010.00	14301.00
C02808	Ekaraj	Vora	Silver	11	44	139895.00	12717.73
C02809	Kiaan	Gupta	Gold	8	40	109330.00	13666.25
C02810	Luke	Amble	Silver	9	49	143537.50	15948.61
C02811	Abhiram	Chana	Bronze	15	65	219310.00	14620.67
C02812	Nathaniel	Jani	Bronze	12	63	224520.00	18710.00
C02813	Noah	Sinha	Silver	6	27	79060.00	13176.67
C02814	Tamanna	Goel	Bronze	7	26	94452.50	13493.21
C02815	Ekani	Lad	Bronze	7	33	80930.00	11561.43
C02816	Mohammed	Bali	Silver	6	27	96502.50	16083.75
C02817	Sudiksha	Raja	Bronze	6	37	134155.00	22359.17
C02818	Qabil	Sarraf	Bronze	12	55	177532.50	14794.38
C02819	Tanvi	Kale	Silver	9	41	141722.50	15746.94
C02820	Quincy	Balakrishnan	Bronze	11	70	241755.00	21977.73
C02821	Tanish	Sabharwal	Bronze	5	28	104782.50	20956.50
C02822	Faqid	Mitter	Bronze	9	48	115740.00	12860.00
C02823	Ekta	Patla	Bronze	7	38	160825.00	22975.00
C02824	Darika	Loke	Silver	8	31	105067.50	13133.44
C02825	Ubika	Tailor	Bronze	17	73	226290.00	13311.18
C02826	Yug	Bahri	Silver	10	57	184452.50	18445.25
C02827	Jackson	Gole	Bronze	11	60	187745.00	17067.73
C02828	Owen	Sarraf	Gold	7	26	96642.50	13806.07
C02829	Yatin	Sidhu	Silver	5	21	62445.00	12489.00
C02830	Eta	Devi	Bronze	10	51	117960.00	11796.00
C02831	Guneet	Desai	Platinum	12	50	155405.00	12950.42
C02832	Oscar	Barad	Bronze	11	45	141875.00	12897.73
C02833	Udyati	Venkataraman	Bronze	12	58	185805.00	15483.75
C02834	Kashish	Varkey	Bronze	5	24	78995.00	15799.00
C02835	Darsh	Baria	Silver	8	34	102295.00	12786.88
C02836	Warinder	Rama	Gold	5	26	62305.00	12461.00
C02837	Ekalinga	Palan	Bronze	8	34	108612.50	13576.56
C02838	Manthan	Ganesh	Bronze	8	36	99832.50	12479.06
C02839	Vanya	Malhotra	Silver	12	59	198170.00	16514.17
C02840	Ojasvi	Singhal	Silver	10	54	159070.00	15907.00
C02841	Ishwar	Dhillon	Bronze	11	62	177287.50	16117.05
C02842	Max	D’Alia	Gold	12	51	169102.50	14091.88
C02843	Triveni	Rout	Silver	13	54	191545.00	14734.23
C02844	Gaurav	D’Alia	Silver	18	98	331860.00	18436.67
C02845	Kai	Golla	Bronze	6	31	102432.50	17072.08
C02846	Laban	Oza	Gold	11	43	148082.50	13462.05
C02847	Tanish	Bansal	Bronze	12	58	202037.50	16836.46
C02848	Sathvik	Yadav	Bronze	12	44	161820.00	13485.00
C02849	Charvi	Verma	Bronze	7	33	131347.50	18763.93
C02850	Harish	Chana	Bronze	10	67	209300.00	20930.00
C02851	Logan	Nazareth	Silver	12	60	169965.00	14163.75
C02852	Bhavini	Prashad	Silver	9	42	124042.50	13782.50
C02853	Jeevika	Palla	Bronze	7	40	133007.50	19001.07
C02854	Aarav	Kala	Bronze	15	61	195340.00	13022.67
C02855	Gunbir	Karnik	Silver	7	38	105652.50	15093.21
C02856	Rayaan	Samra	Bronze	11	55	172075.00	15643.18
C02857	Damyanti	De	Bronze	8	62	214080.00	26760.00
C02858	Nachiket	Bal	Bronze	8	30	108422.50	13552.81
C02859	Jatin	Pathak	Silver	3	11	30670.00	10223.33
C02860	Warda	Mall	Silver	6	22	72165.00	12027.50
C02861	Frederick	Sankar	Bronze	7	35	123602.50	17657.50
C02862	Kalpit	Date	Platinum	11	46	159800.00	14527.27
C02863	Nathan	Amble	Silver	13	81	199087.50	15314.42
C02864	Daniel	Dash	Gold	5	20	44915.00	8983.00
C02865	Siya	Pillay	Bronze	11	61	202125.00	18375.00
C02866	Kamala	Savant	Silver	3	16	90745.00	30248.33
C02867	Yatin	Krishnamurthy	Silver	10	57	155230.00	15523.00
C02868	Triya	Saraf	Bronze	7	50	179262.50	25608.93
C02869	Daniel	Dani	Silver	12	53	142242.50	11853.54
C02870	Nitara	Karpe	Bronze	6	29	105052.50	17508.75
C02871	Gautam	Suresh	Silver	10	40	104975.00	10497.50
C02872	Agastya	Varughese	Bronze	12	59	163730.00	13644.17
C02873	Manbir	Balasubramanian	Gold	4	18	56645.00	14161.25
C02874	Frado	Hayre	Silver	9	48	138075.00	15341.67
C02875	Yatin	Bhagat	Silver	7	39	82715.00	11816.43
C02876	Champak	Mani	Bronze	12	63	188740.00	15728.33
C02877	Nandini	Gill	Silver	11	55	190490.00	17317.27
C02878	Radhika	Gopal	Bronze	8	39	157960.00	19745.00
C02879	Pushti	Kulkarni	Silver	8	48	141997.50	17749.69
C02880	Abdul	Nath	Bronze	6	31	102252.50	17042.08
C02881	Ria	Kumar	Gold	10	47	141095.00	14109.50
C02882	Farhan	Pandit	Bronze	10	51	142460.00	14246.00
C02883	Vaishnavi	Bahl	Gold	11	63	163582.50	14871.14
C02884	Oeshi	Sandal	Bronze	9	37	114535.00	12726.11
C02885	Aryan	Bir	Gold	12	51	197190.00	16432.50
C02886	Vedika	Sibal	Silver	13	59	198937.50	15302.88
C02887	Adweta	Keer	Silver	13	54	156650.00	12050.00
C02888	Zaid	Bhatti	Silver	5	27	79675.00	15935.00
C02889	Yachana	Barad	Bronze	13	78	251540.00	19349.23
C02890	Waida	Kapur	Silver	9	37	88150.00	9794.44
C02891	Reva	Dara	Bronze	10	38	138450.00	13845.00
C02892	Brinda	Chaudry	Gold	9	43	143702.50	15966.94
C02893	Tarak	Sundaram	Bronze	14	79	216230.00	15445.00
C02894	Amaira	Kothari	Bronze	12	61	160065.00	13338.75
C02895	Qadim	Kade	Platinum	18	102	277702.50	15427.92
C02896	Ekalinga	Lalla	Bronze	12	52	179482.50	14956.88
C02897	Tanish	Sibal	Silver	12	59	168487.50	14040.63
C02898	Onveer	Cherian	Gold	9	49	178720.00	19857.78
C02899	Ayaan	Lad	Bronze	7	32	92405.00	13200.71
C02900	Yochana	Thaman	Bronze	16	84	285672.50	17854.53
C02901	Sai	Bains	Bronze	8	42	162902.50	20362.81
C02902	Mohini	Lad	Silver	2	7	13195.00	6597.50
C02903	Ishani	Vig	Bronze	8	48	192345.00	24043.13
C02904	Raksha	Apte	Platinum	9	47	158795.00	17643.89
C02905	Chakradhar	Sahota	Bronze	3	8	38090.00	12696.67
C02906	Girik	Gole	Bronze	11	60	166317.50	15119.77
C02907	Neha	Chand	Bronze	12	69	308315.00	25692.92
C02908	Anamika	Gandhi	Bronze	8	34	98875.00	12359.38
C02909	Manya	Sood	Bronze	7	36	160695.00	22956.43
C02910	Isha	Karnik	Silver	9	37	138057.50	15339.72
C02911	Pallavi	Chowdhury	Bronze	8	50	157407.50	19675.94
C02912	Yuvraj	Goel	Silver	9	55	214057.50	23784.17
C02913	Udarsh	Nath	Bronze	15	76	257230.00	17148.67
C02914	Mitali	Gopal	Bronze	11	54	149540.00	13594.55
C02915	Barkha	Puri	Bronze	11	59	158832.50	14439.32
C02916	Pushti	Bal	Silver	12	69	284210.00	23684.17
C02917	Dhruv	Sawhney	Silver	8	39	123747.50	15468.44
C02918	Libni	Dhar	Silver	11	51	173617.50	15783.41
C02919	Niharika	Maharaj	Platinum	10	65	203207.50	20320.75
C02920	Tristan	Lata	Bronze	8	48	167842.50	20980.31
C02921	Vedant	Barman	Bronze	15	91	335940.00	22396.00
C02922	Varsha	Dora	Bronze	13	63	179807.50	13831.35
C02923	Dev	Chakraborty	Silver	7	49	144277.50	20611.07
C02924	Yuvraj	Parmar	Bronze	4	18	82147.50	20536.88
C02925	Viraj	Kala	Platinum	8	33	115772.50	14471.56
C02926	Rachit	Kothari	Silver	5	13	33222.50	6644.50
C02927	Yasti	Chandra	Silver	8	26	72745.00	9093.13
C02928	Anthony	Gandhi	Silver	12	54	157822.50	13151.88
C02929	Adweta	Dash	Silver	11	51	211880.00	19261.82
C02930	Azad	Hans	Bronze	10	49	150875.00	15087.50
C02931	Neelima	Bhatnagar	Silver	10	36	114612.50	11461.25
C02932	Zaitra	Date	Bronze	3	21	73830.00	24610.00
C02933	Aarnav	Rattan	Bronze	10	48	152810.00	15281.00
C02934	Fariq	Savant	Bronze	11	52	157357.50	14305.23
C02935	Eta	Goyal	Bronze	6	32	119572.50	19928.75
C02936	Pahal	Yohannan	Silver	8	33	109790.00	13723.75
C02937	Yashawini	Raj	Bronze	13	67	320805.00	24677.31
C02938	Advika	Murthy	Bronze	13	58	170742.50	13134.04
C02939	Krishna	Gole	Gold	6	33	104067.50	17344.58
C02940	Lakshmi	Basu	Bronze	9	54	193205.00	21467.22
C02941	Pahal	Bhatia	Silver	8	29	111222.50	13902.81
C02942	Dipta	Kothari	Bronze	10	52	225222.50	22522.25
C02943	Abha	Narang	Platinum	10	51	142722.50	14272.25
C02944	Chandran	Bakshi	Gold	17	91	298690.00	17570.00
C02945	Zashil	Gola	Gold	7	40	112595.00	16085.00
C02946	Anusha	Saran	Silver	10	43	143442.50	14344.25
C02947	Eta	Sarin	Bronze	2	13	31942.50	15971.25
C02948	Pallavi	Patla	Silver	6	25	105620.00	17603.33
C02949	Ayush	Seshadri	Bronze	10	45	143662.50	14366.25
C02950	Ayush	Sandal	Silver	9	51	165827.50	18425.28
C02951	Nidhi	Raj	Bronze	10	47	133200.00	13320.00
C02952	Bimala	Bhagat	Bronze	8	49	155190.00	19398.75
C02953	Idika	Karnik	Silver	9	40	125802.50	13978.06
C02954	Rachit	Dani	Bronze	13	59	207565.00	15966.54
C02955	Siya	Sangha	Silver	6	27	109697.50	18282.92
C02956	Krish	Mutti	Silver	8	37	118745.00	14843.13
C02957	Farhan	Goel	Platinum	11	64	187085.00	17007.73
C02958	Zayan	Walla	Platinum	14	66	248560.00	17754.29
C02959	Alexander	Chokshi	Silver	11	48	182560.00	16596.36
C02960	Warda	Datta	Bronze	11	61	188227.50	17111.59
C02961	Ishita	Sawhney	Silver	9	38	120047.50	13338.61
C02962	Nilima	Lall	Silver	12	61	220495.00	18374.58
C02963	Indrajit	Gala	Bronze	15	81	280905.00	18727.00
C02964	Varenya	Oommen	Silver	10	44	120890.00	12089.00
C02965	Libni	Walia	Bronze	7	39	149875.00	21410.71
C02966	Om	Pillay	Silver	16	78	229397.50	14337.34
C02967	Jatin	Kaul	Bronze	11	47	97465.00	8860.45
C02968	Azad	Sanghvi	Silver	8	37	131210.00	16401.25
C02969	Unni	Nigam	Gold	16	65	229472.50	14342.03
C02970	Logan	Hari	Bronze	18	106	333077.50	18504.31
C02971	Vyanjana	Chad	Bronze	12	51	149735.00	12477.92
C02972	Samuel	Kibe	Silver	13	63	194912.50	14993.27
C02973	Rehaan	Yohannan	Silver	7	41	122530.00	17504.29
C02974	Irya	Arora	Gold	9	41	148457.50	16495.28
C02975	Benjamin	Kumer	Platinum	6	29	72312.50	12052.08
C02976	Victor	Nair	Silver	10	50	164165.00	16416.50
C02977	Victor	Mody	Platinum	9	51	179790.00	19976.67
C02978	Ekapad	Randhawa	Silver	13	80	267815.00	20601.15
C02979	Yoshita	Bhavsar	Silver	14	64	224735.00	16052.50
C02980	Aachal	Kumar	Bronze	15	82	271487.50	18099.17
C02981	Shivansh	Warrior	Bronze	14	77	255777.50	18269.82
C02982	Teerth	Seshadri	Silver	13	56	201555.00	15504.23
C02983	Jatin	Din	Bronze	9	48	141777.50	15753.06
C02984	Aadhya	Yohannan	Bronze	11	51	185460.00	16860.00
C02985	Yoshita	Dubey	Bronze	9	39	101335.00	11259.44
C02986	Kiaan	Srinivas	Bronze	8	31	117502.50	14687.81
C02987	Laksh	Kulkarni	Bronze	8	42	134780.00	16847.50
C02988	Lakshmi	Krishnan	Bronze	12	64	219772.50	18314.38
C02989	Upkaar	Sengupta	Bronze	14	68	229040.00	16360.00
C02990	Harshil	Dora	Bronze	13	67	204520.00	15732.31
C02991	Naksh	Kade	Bronze	7	49	148075.00	21153.57
C02992	Simon	Ganesh	Silver	12	55	162722.50	13560.21
C02993	Alexander	Goyal	Bronze	13	75	227807.50	17523.65
C02994	Dev	Vig	Bronze	9	29	83105.00	9233.89
C02995	Ishwar	Bath	Gold	14	52	178115.00	12722.50
C02996	Libni	Dara	Bronze	11	37	121870.00	11079.09
C02997	Kashish	Rajagopal	Bronze	16	88	267870.00	16741.88
C02998	Wahab	Mann	Bronze	10	45	152180.00	15218.00
C02999	Champak	Subramanian	Bronze	13	56	180555.00	13888.85
C03000	Divya	More	Bronze	12	61	257250.00	21437.50
C03001	Bakhshi	Aggarwal	Bronze	13	50	129780.00	9983.08
C03002	Qabil	Aggarwal	Gold	14	71	209397.50	14956.96
C03003	Raksha	Borde	Bronze	8	47	180525.00	22565.63
C03004	Madhavi	Sami	Bronze	15	65	209935.00	13995.67
C03005	Maya	Prabhakar	Silver	10	58	187330.00	18733.00
C03006	Aarav	Sekhon	Bronze	11	43	179807.50	16346.14
C03007	Amruta	Singh	Silver	9	45	144095.00	16010.56
C03008	Robert	Sani	Silver	6	33	100150.00	16691.67
C03009	Lohit	Purohit	Bronze	12	61	172707.50	14392.29
C03010	Tripti	Aurora	Bronze	6	30	112505.00	18750.83
C03011	Jagat	Sodhi	Silver	7	48	136647.50	19521.07
C03012	Kamala	Sanghvi	Gold	17	108	428345.00	25196.76
C03013	Suhani	Purohit	Bronze	12	51	138207.50	11517.29
C03014	Gagan	Deo	Silver	6	30	103927.50	17321.25
C03015	Rachit	Rai	Silver	12	63	289580.00	24131.67
C03016	Abdul	Pillay	Platinum	7	42	128502.50	18357.50
C03017	Gautami	Uppal	Gold	4	26	82720.00	20680.00
C03018	Bina	Chana	Silver	12	52	177075.00	14756.25
C03019	Qasim	Borde	Silver	8	39	143167.50	17895.94
C03020	Neha	Devi	Gold	8	37	125275.00	15659.38
C03021	Lohit	Sood	Silver	7	30	112497.50	16071.07
C03022	Chatresh	Lalla	Silver	8	43	134522.50	16815.31
C03023	Hiral	Memon	Bronze	5	21	77975.00	15595.00
C03024	Yashasvi	Date	Bronze	12	56	219727.50	18310.63
C03025	Watika	Acharya	Platinum	8	39	122087.50	15260.94
C03026	Mohini	Kanda	Bronze	8	33	107885.00	13485.63
C03027	Onveer	Kakar	Gold	11	62	220132.50	20012.05
C03028	Yahvi	Gaba	Silver	8	39	148225.00	18528.13
C03029	Vedika	Venkatesh	Bronze	10	51	159067.50	15906.75
C03030	Sneha	Khosla	Silver	14	69	219205.00	15657.50
C03031	Lopa	Prakash	Silver	6	35	100662.50	16777.08
C03032	Indali	Bhargava	Bronze	11	58	164010.00	14910.00
C03033	Pranav	Sheth	Bronze	10	44	146622.50	14662.25
C03034	Prisha	Buch	Silver	8	41	157345.00	19668.13
C03035	Chatresh	Deshpande	Silver	9	43	159010.00	17667.78
C03036	Ekavir	Sani	Bronze	9	52	172857.50	19206.39
C03037	Gabriel	Thaman	Bronze	11	58	172807.50	15709.77
C03038	Lohit	Vig	Gold	12	56	181440.00	15120.00
C03039	Tanay	Sachar	Gold	11	58	214045.00	19458.64
C03040	Urmi	D’Alia	Bronze	12	53	158942.50	13245.21
C03041	Yutika	Dhaliwal	Bronze	9	45	164407.50	18267.50
C03042	Fitan	Kala	Platinum	7	42	149940.00	21420.00
C03043	Chakradev	Dube	Bronze	9	47	140722.50	15635.83
C03044	Upadhriti	Minhas	Silver	13	67	231660.00	17820.00
C03045	Wyatt	Nazareth	Bronze	10	43	138077.50	13807.75
C03046	Nidra	Mahajan	Bronze	7	42	117392.50	16770.36
C03047	Sara	Hari	Gold	9	41	136192.50	15132.50
C03048	Yahvi	Hayer	Silver	10	52	176242.50	17624.25
C03049	Chanchal	Ravi	Bronze	8	41	115105.00	14388.13
C03050	Chatresh	Sehgal	Silver	12	69	223920.00	18660.00
C03051	Maya	Parsa	Silver	9	51	148682.50	16520.28
C03052	Januja	Ranganathan	Gold	13	71	203772.50	15674.81
C03053	Aditya	Bandi	Bronze	9	37	93470.00	10385.56
C03054	Dayamai	Bala	Bronze	12	70	280955.00	23412.92
C03055	Harish	Shere	Gold	9	47	167155.00	18572.78
C03056	Anirudh	Dhar	Silver	5	24	69000.00	13800.00
C03057	Peter	Ganguly	Bronze	15	77	290262.50	19350.83
C03058	Divya	Loyal	Silver	13	82	223125.00	17163.46
C03059	Krishna	Gopal	Silver	12	63	224190.00	18682.50
C03060	Ishanvi	Bhargava	Gold	6	28	86847.50	14474.58
C03061	Chandresh	Brar	Bronze	9	42	151110.00	16790.00
C03062	Qadim	Palan	Bronze	15	81	257402.50	17160.17
C03063	Raksha	Mandal	Bronze	12	57	177017.50	14751.46
C03064	Rayaan	Dayal	Silver	10	50	156287.50	15628.75
C03065	Jasmit	Bala	Platinum	6	21	82125.00	13687.50
C03066	Maya	Mani	Bronze	11	52	135800.00	12345.45
C03067	Jagat	Aggarwal	Bronze	10	50	165825.00	16582.50
C03068	Priya	Bath	Bronze	11	54	186325.00	16938.64
C03069	Girindra	Kant	Platinum	8	43	113602.50	14200.31
C03070	Yagnesh	Prakash	Silver	5	21	52967.50	10593.50
C03071	Ekavir	Bandi	Bronze	5	27	76385.00	15277.00
C03072	Agastya	Bahl	Silver	13	71	210982.50	16229.42
C03073	Ethan	Ram	Bronze	11	39	139320.00	12665.45
C03074	Wyatt	Srinivas	Bronze	11	63	233772.50	21252.05
C03075	Bhavya	Mohanty	Gold	13	69	245382.50	18875.58
C03076	Vritti	Shanker	Gold	10	48	174622.50	17462.25
C03077	Abhiram	Kamdar	Gold	10	34	102285.00	10228.50
C03078	Wakeeta	Kala	Bronze	13	68	220317.50	16947.50
C03079	Mahika	Gour	Silver	13	63	199217.50	15324.42
C03080	Qarin	Bhat	Silver	5	20	76490.00	15298.00
C03081	Darika	Narayanan	Bronze	15	61	204065.00	13604.33
C03082	Azad	Baral	Silver	10	40	137900.00	13790.00
C03083	Abdul	Zachariah	Bronze	9	50	134902.50	14989.17
C03084	Akshay	Doshi	Silver	13	58	205805.00	15831.15
C03085	Sachi	Kannan	Bronze	5	17	47117.50	9423.50
C03086	Gaurika	Shan	Bronze	10	41	139422.50	13942.25
C03087	Gagan	Garg	Silver	9	37	138452.50	15383.61
C03088	Chakradhar	Kashyap	Bronze	11	70	249472.50	22679.32
C03089	Lohit	Shankar	Silver	10	53	149812.50	14981.25
C03090	Aadhya	Shere	Bronze	11	53	163800.00	14890.91
C03091	Jonathan	Agarwal	Bronze	9	46	128457.50	14273.06
C03092	Neel	Kara	Gold	13	73	315762.50	24289.42
C03093	Om	Chaudhary	Bronze	8	49	139015.00	17376.88
C03094	Jeet	Vig	Silver	13	60	207430.00	15956.15
C03095	Girindra	Saraf	Bronze	6	31	94690.00	15781.67
C03096	Siddharth	Wason	Bronze	11	56	190767.50	17342.50
C03097	Dhriti	Sheth	Bronze	10	51	166727.50	16672.75
C03098	Girindra	Raj	Gold	13	74	311177.50	23936.73
C03099	Varenya	Warrior	Bronze	6	41	133510.00	22251.67
C03100	Mohammed	Trivedi	Bronze	7	37	104862.50	14980.36
C03101	Anya	Narula	Platinum	13	48	163165.00	12551.15
C03102	Om	Sood	Bronze	10	44	147237.50	14723.75
C03103	Tanay	Menon	Silver	7	29	66090.00	9441.43
C03104	Nachiket	Bhargava	Silver	6	23	88067.50	14677.92
C03105	Arya	Kakar	Bronze	13	61	191112.50	14700.96
C03106	Jagvi	Hayre	Silver	9	48	140817.50	15646.39
